0	0.25957,0.02189,0.17995,0.50802,0.07518,0.44745,0.54299,0.08936,0.10550,0.40630
1	0.04678,0.36917,0.87757,0.94500,0.39399,0.22555,0.99844,0.63588,0.98124,0.73439
2	0.43527,0.84552,0.18455,0.67813,0.61624,0.54641,0.16536,0.05061,0.74152,0.24929
3	0.76125,0.91491,0.14447,0.82105,0.24944,0.40672,0.01450,0.96144,0.37968,0.72086
4	0.97825,0.09287,0.89295,0.97867,0.86789,0.12387,0.28227,0.53539,0.08582,0.55853
5	0.72731,0.29941,0.94915,0.94833,0.83635,0.33360,0.08105,0.52849,0.24381,0.38620
6	0.67209,0.54931,0.85908,0.67730,0.21855,0.49906,0.00642,0.20232,0.46240,0.54478
7	0.74145,0.20171,0.20613,0.91696,0.73874,0.80142,0.59070,0.53881,0.75897,0.12570
8	0.82538,0.63128,0.76102,0.80617,0.08975,0.97782,0.73432,0.01873,0.94288,0.83422
9	0.28845,0.91317,0.91891,0.19711,0.52167,0.44709,0.84926,0.32595,0.53571,0.07165
10	0.29762,0.61717,0.32782,0.64906,0.03157,0.97951,0.13558,0.60695,0.47326,0.61807
11	0.42028,0.10654,0.84460,0.09817,0.72236,0.52664,0.89747,0.05138,0.23930,0.23415
12	0.34606,0.60124,0.42942,0.54531,0.53792,0.54414,0.53881,0.65628,0.73403,0.52002
13	0.76907,0.82102,0.91614,0.18249,0.83508,0.17960,0.80115,0.22980,0.18258,0.79361
14	0.01861,0.95282,0.47579,0.53530,0.70210,0.20161,0.23313,0.51108,0.50647,0.01534
15	0.92639,0.98480,0.58214,0.18493,0.23456,0.43934,0.59707,0.86187,0.02496,0.81303
16	0.33360,0.86168,0.37711,0.70428,0.58664,0.51528,0.48121,0.61326,0.97571,0.19086
17	0.69580,0.85034,0.35171,0.30811,0.93607,0.44692,0.88949,0.83645,0.84661,0.87223
18	0.05053,0.97543,0.37739,0.66291,0.86454,0.53853,0.53197,0.13308,0.54181,0.51030
19	0.02606,0.46563,0.41585,0.87478,0.26468,0.60722,0.77064,0.93775,0.00485,0.41194
20	0.38855,0.52778,0.16423,0.61278,0.85711,0.52201,0.39727,0.85660,0.67341,0.03784
21	0.71627,0.12428,0.30200,0.40939,0.63400,0.02615,0.03586,0.37888,0.87010,0.98783
22	0.68524,0.75096,0.19352,0.08208,0.25113,0.43507,0.79771,0.80901,0.25556,0.21199
23	0.39782,0.37933,0.89127,0.73011,0.50923,0.82147,0.83134,0.24705,0.90906,0.55640
24	0.34228,0.73566,0.04304,0.90052,0.76861,0.43857,0.70948,0.60269,0.03820,0.49582
25	0.43451,0.23817,0.56443,0.49652,0.92367,0.91424,0.18017,0.70644,0.78849,0.56629
26	0.31728,0.60733,0.59453,0.26023,0.06516,0.59843,0.21572,0.12890,0.30990,0.42746
27	0.17512,0.78163,0.87988,0.28859,0.75770,0.69348,0.88614,0.55554,0.77428,0.67238
28	0.45136,0.34003,0.52628,0.45525,0.55075,0.66897,0.12158,0.75734,0.07512,0.90319
29	0.92232,0.58732,0.19406,0.71180,0.47554,0.77772,0.89610,0.51894,0.02515,0.22839
30	0.94558,0.84583,0.23855,0.74255,0.84726,0.66880,0.12083,0.87989,0.39582,0.76421
31	0.57379,0.30947,0.96125,0.86720,0.04149,0.89398,0.05619,0.31460,0.63382,0.17010
32	0.32166,0.79851,0.00449,0.41064,0.89130,0.19700,0.53128,0.95209,0.16849,0.64106
33	0.12280,0.07152,0.99581,0.21746,0.77243,0.15426,0.69015,0.30192,0.94800,0.15276
34	0.98035,0.24104,0.55320,0.33651,0.66646,0.58468,0.77154,0.83872,0.21469,0.42863
35	0.35418,0.42359,0.41056,0.66935,0.13221,0.37787,0.60905,0.19237,0.07021,0.97531
36	0.13445,0.16855,0.41591,0.61951,0.44019,0.09471,0.33629,0.00059,0.19260,0.46729
37	0.73300,0.58780,0.49020,0.65442,0.31967,0.88163,0.33814,0.91751,0.50529,0.75026
38	0.20098,0.78275,0.22984,0.75514,0.39461,0.28559,0.40983,0.58401,0.43837,0.60317
39	0.72189,0.33304,0.68028,0.59046,0.61697,0.15254,0.82354,0.28746,0.67893,0.93938
40	0.49220,0.65844,0.64025,0.44434,0.02192,0.48910,0.75543,0.48919,0.86554,0.06017
41	0.11004,0.72191,0.49624,0.98227,0.04104,0.51896,0.84342,0.94097,0.55044,0.75454
42	0.39495,0.89218,0.75671,0.25617,0.96985,0.84354,0.10572,0.16017,0.07457,0.22419
43	0.40291,0.75779,0.93749,0.40663,0.43804,0.10427,0.37729,0.03534,0.58910,0.16146
44	0.70035,0.22880,0.03305,0.23597,0.55951,0.19503,0.66058,0.49285,0.52715,0.77243
45	0.41883,0.62422,0.83921,0.86275,0.18466,0.98768,0.76156,0.46613,0.02627,0.17689
46	0.51161,0.34197,0.40393,0.64510,0.17331,0.36399,0.40071,0.34723,0.28900,0.76431
47	0.61875,0.18137,0.90013,0.51705,0.31872,0.30848,0.23365,0.84261,0.55476,0.89624
48	0.12072,0.24345,0.76912,0.05852,0.08164,0.69928,0.29427,0.38746,0.41980,0.29940
49	0.69394,0.23803,0.79614,0.40473,0.18827,0.60367,0.74336,0.25098,0.20140,0.96440
50	0.94699,0.60298,0.34649,0.85141,0.78076,0.98282,0.98254,0.66992,0.12943,0.82017
51	0.03863,0.45568,0.98949,0.69889,0.44846,0.73215,0.56415,0.93370,0.33840,0.71152
52	0.29221,0.47000,0.51860,0.03461,0.03962,0.67141,0.53289,0.89461,0.83709,0.96186
53	0.57558,0.99861,0.08689,0.67972,0.25577,0.24730,0.25475,0.17025,0.02305,0.63615
54	0.26814,0.93617,0.47045,0.27578,0.95739,0.46747,0.17440,0.64766,0.70196,0.98683
55	0.76699,0.51139,0.04470,0.05414,0.89719,0.64889,0.07761,0.53291,0.81318,0.21285
56	0.38546,0.36132,0.84426,0.19374,0.90773,0.62223,0.52283,0.14657,0.85800,0.99905
57	0.89942,0.33582,0.63202,0.61506,0.07842,0.79985,0.01013,0.85183,0.39347,0.78190
58	0.95507,0.76567,0.97727,0.75409,0.26398,0.13238,0.82434,0.44547,0.81595,0.25530
59	0.01629,0.32556,0.20530,0.23526,0.58791,0.36072,0.12019,0.84007,0.52677,0.67103
60	0.78741,0.53915,0.89778,0.48762,0.83821,0.25994,0.94235,0.48629,0.84289,0.58206
61	0.41418,0.22396,0.28312,0.47702,0.36796,0.03491,0.66015,0.40475,0.57386,0.47595
62	0.09758,0.81187,0.20033,0.43072,0.34846,0.26232,0.61968,0.95376,0.38283,0.56273
63	0.43650,0.27610,0.89881,0.45597,0.07873,0.19439,0.41831,0.57653,0.58432,0.44685
64	0.55772,0.20356,0.19819,0.95090,0.80162,0.54852,0.68833,0.51905,0.92174,0.99991
65	0.47404,0.54917,0.02536,0.15734,0.34031,0.85457,0.63868,0.13764,0.75743,0.77893
66	0.14917,0.70629,0.35030,0.00514,0.24421,0.65116,0.49052,0.22578,0.73496,0.58456
67	0.82199,0.80714,0.59671,0.71761,0.35187,0.62718,0.48637,0.20757,0.52481,0.69715
68	0.89873,0.25492,0.73303,0.15681,0.43413,0.15939,0.78220,0.42157,0.25052,0.45649
69	0.18815,0.36176,0.85378,0.18694,0.45586,0.67291,0.97559,0.36489,0.21028,0.21952
70	0.67269,0.62622,0.55877,0.28245,0.68446,0.09901,0.78911,0.61521,0.95255,0.56845
71	0.51712,0.25022,0.80431,0.83499,0.10928,0.31603,0.68070,0.99319,0.36515,0.60883
72	0.59778,0.79542,0.73152,0.81978,0.49456,0.30240,0.86010,0.04740,0.32324,0.03948
73	0.61215,0.85865,0.31142,0.38538,0.51184,0.22951,0.26922,0.20197,0.05210,0.83615
74	0.30278,0.57246,0.15020,0.58189,0.32690,0.22630,0.63446,0.49565,0.34371,0.99453
75	0.85678,0.54797,0.82434,0.36433,0.84778,0.66617,0.89606,0.65650,0.48970,0.98405
76	0.57269,0.26384,0.21514,0.69127,0.08660,0.75885,0.82753,0.71972,0.42072,0.52926
77	0.95132,0.51409,0.38340,0.41535,0.28212,0.85976,0.31166,0.92673,0.01204,0.15720
78	0.45433,0.23568,0.26687,0.17792,0.76416,0.55573,0.50354,0.07263,0.17866,0.19105
79	0.74712,0.28639,0.62682,0.05155,0.59413,0.58582,0.72564,0.00684,0.84378,0.97785
80	0.86117,0.57096,0.77236,0.00467,0.49894,0.75734,0.08682,0.95426,0.15815,0.23811
81	0.30888,0.56484,0.43405,0.78794,0.04697,0.78751,0.60080,0.14277,0.62258,0.22546
82	0.16300,0.15587,0.23617,0.88704,0.75550,0.05462,0.88591,0.01079,0.85880,0.91547
83	0.25275,0.62540,0.87396,0.08317,0.45685,0.81797,0.94407,0.18462,0.25080,0.88347
84	0.37388,0.23738,0.23526,0.14795,0.49868,0.67879,0.81215,0.35639,0.17529,0.45638
