0	0.87026,0.18431,0.62130,0.78097,0.75118,0.22756,0.46322,0.30667,0.11462,0.52458
1	0.65284,0.54533,0.34023,0.94188,0.75181,0.83314,0.83620,0.82389,0.86536,0.49964
2	0.03539,0.35228,0.86443,0.50975,0.48868,0.20592,0.28730,0.43583,0.04553,0.44958
3	0.49479,0.00931,0.11541,0.37823,0.12136,0.67273,0.31296,0.81304,0.99504,0.17014
4	0.92239,0.12352,0.60781,0.69965,0.22381,0.53482,0.91869,0.01208,0.69959,0.84955
5	0.19606,0.45263,0.13306,0.15111,0.79913,0.17290,0.87083,0.93484,0.32255,0.75198
6	0.67946,0.65007,0.30083,0.16399,0.55929,0.17881,0.22448,0.21420,0.01074,0.03068
7	0.75367,0.06032,0.70661,0.14931,0.88367,0.60844,0.00652,0.63203,0.82609,0.13359
8	0.79616,0.47307,0.76254,0.68866,0.59868,0.04398,0.94483,0.97720,0.36788,0.31440
9	0.26692,0.90133,0.02303,0.96217,0.00304,0.94378,0.51446,0.45409,0.83748,0.16114
10	0.66115,0.48380,0.41213,0.25265,0.30518,0.94579,0.98475,0.10657,0.22655,0.34323
11	0.51040,0.72893,0.89305,0.92345,0.15479,0.48471,0.65645,0.80575,0.88188,0.56341
12	0.35243,0.86171,0.05322,0.27399,0.96822,0.30878,0.14157,0.68711,0.61696,0.69334
13	0.79441,0.17408,0.29719,0.01986,0.59290,0.20435,0.40583,0.31648,0.59869,0.51349
14	0.63821,0.89813,0.35791,0.75832,0.92017,0.37606,0.48472,0.60966,0.87119,0.67352
15	0.44684,0.19764,0.35780,0.96863,0.45561,0.88364,0.48507,0.16511,0.57749,0.87800
16	0.56188,0.48184,0.88153,0.09607,0.37510,0.51144,0.01362,0.79914,0.46995,0.89004
17	0.46029,0.05273,0.47407,0.13491,0.88260,0.93104,0.97023,0.08135,0.05157,0.24387
18	0.16054,0.28727,0.37870,0.32452,0.91408,0.26891,0.97071,0.04051,0.59811,0.57962
19	0.92669,0.52710,0.81472,0.19176,0.00669,0.56166,0.48483,0.69693,0.00756,0.28742
20	0.69307,0.07636,0.99588,0.37859,0.48521,0.41038,0.77253,0.88144,0.04802,0.01593
21	0.34462,0.09185,0.54333,0.94199,0.83131,0.61348,0.96465,0.20914,0.89530,0.00467
22	0.65019,0.03904,0.52546,0.09127,0.77427,0.38387,0.88218,0.35494,0.47796,0.19552
23	0.05215,0.31136,0.14593,0.13066,0.22998,0.53618,0.94905,0.33411,0.32535,0.22439
24	0.81773,0.41526,0.62120,0.96145,0.01246,0.38964,0.43407,0.13792,0.91869,0.10598
25	0.45787,0.81371,0.93060,0.05222,0.15999,0.61162,0.93627,0.41313,0.38216,0.94409
26	0.89313,0.27751,0.71371,0.34198,0.55537,0.60092,0.01205,0.00002,0.16583,0.15742
27	0.02847,0.60583,0.53262,0.03688,0.96865,0.78024,0.06523,0.09821,0.57740,0.72086
28	0.59720,0.85057,0.35112,0.24858,0.66660,0.21231,0.09732,0.33592,0.31668,0.11851
29	0.68250,0.60489,0.76950,0.03604,0.49621,0.09134,0.74432,0.59365,0.87920,0.89896
30	0.80776,0.71286,0.06968,0.14314,0.41263,0.76941,0.09557,0.95633,0.44506,0.57273
31	0.20496,0.73901,0.06380,0.19981,0.51202,0.86211,0.78664,0.31716,0.49604,0.09828
32	0.96411,0.11951,0.49911,0.59498,0.65702,0.70706,0.52399,0.62972,0.16162,0.00653
33	0.97335,0.56326,0.62672,0.94840,0.47905,0.74386,0.71409,0.46285,0.76399,0.93595
34	0.29734,0.61424,0.12630,0.82004,0.75288,0.04391,0.24612,0.02563,0.90756,0.38451
35	0.89565,0.35488,0.73622,0.46722,0.80257,0.84606,0.33034,0.92202,0.23133,0.32904
36	0.21717,0.27893,0.93841,0.29183,0.09711,0.09620,0.57261,0.06856,0.34180,0.87876
37	0.94100,0.42582,0.68770,0.67341,0.20497,0.20688,0.91535,0.77726,0.12757,0.10518
38	0.88511,0.26592,0.19952,0.74375,0.33182,0.33859,0.57138,0.19130,0.81405,0.65277
39	0.58246,0.22927,0.84463,0.79676,0.42739,0.32890,0.41663,0.31720,0.32619,0.99983
40	0.63306,0.86280,0.49645,0.91398,0.62383,0.16865,0.19784,0.06487,0.87022,0.41390
41	0.63493,0.07171,0.87817,0.23732,0.87435,0.55259,0.21505,0.90345,0.35727,0.27291
42	0.14989,0.28952,0.34601,0.42757,0.09726,0.58800,0.02185,0.97812,0.75526,0.78370
43	0.78923,0.08010,0.77635,0.47118,0.10389,0.22510,0.38345,0.01605,0.53088,0.42942
44	0.30404,0.60523,0.74953,0.67088,0.81204,0.35803,0.01009,0.23191,0.59089,0.18946
45	0.75531,0.82588,0.52189,0.18926,0.83302,0.69920,0.77470,0.00146,0.29560,0.99774
46	0.45274,0.34797,0.67061,0.71718,0.17665,0.33524,0.34852,0.17288,0.79377,0.35106
47	0.33204,0.17601,0.79635,0.64016,0.38276,0.92782,0.40270,0.17612,0.30273,0.22123
48	0.56028,0.30011,0.99405,0.77036,0.55764,0.94580,0.19721,0.31193,0.22059,0.47936
49	0.16545,0.02518,0.69858,0.51355,0.94805,0.74207,0.86193,0.38919,0.35035,0.97199
