0	0.96658,0.66675,0.95641,0.53961,0.48949,0.35047,0.42054,0.20273,0.67426,0.72420
1	0.61541,0.25178,0.44180,0.95107,0.56310,0.75864,0.07034,0.59155,0.53390,0.14676
2	0.33984,0.90454,0.11418,0.61770,0.10374,0.86071,0.62698,0.31741,0.91730,0.02357
3	0.67688,0.72098,0.66962,0.59866,0.76170,0.43187,0.24408,0.69269,0.71441,0.62699
4	0.49463,0.95816,0.06922,0.99391,0.09354,0.75416,0.06720,0.02637,0.50676,0.83321
5	0.07306,0.12317,0.70532,0.32293,0.32843,0.64269,0.12268,0.99965,0.02121,0.53220
6	0.12771,0.50409,0.81814,0.82884,0.27936,0.13367,0.92575,0.25075,0.65345,0.25759
7	0.50630,0.29969,0.28029,0.96332,0.24009,0.59483,0.82658,0.41241,0.77597,0.14857
8	0.88160,0.29373,0.06508,0.65684,0.14828,0.49919,0.29807,0.77090,0.43961,0.03549
9	0.21875,0.30184,0.19376,0.57419,0.12196,0.88850,0.46417,0.22407,0.89873,0.01332
10	0.58992,0.14540,0.25820,0.56581,0.21680,0.92748,0.29433,0.49269,0.86960,0.39933
11	0.26851,0.08679,0.07572,0.53845,0.22513,0.76707,0.08759,0.34844,0.39603,0.65070
12	0.32514,0.46217,0.06958,0.45792,0.21525,0.22922,0.36033,0.44656,0.59739,0.88570
13	0.28041,0.66260,0.54287,0.01256,0.73463,0.83513,0.02572,0.31508,0.15032,0.44861
14	0.92920,0.24931,0.16367,0.15828,0.32289,0.91705,0.56086,0.64358,0.14784,0.49517
15	0.22593,0.76642,0.96082,0.95294,0.84463,0.84079,0.58778,0.90402,0.12821,0.34975
16	0.95860,0.19747,0.53666,0.94123,0.34473,0.53665,0.31373,0.91835,0.12274,0.81054
17	0.58834,0.73460,0.52982,0.36031,0.38581,0.85463,0.33508,0.96818,0.72970,0.15654
18	0.49500,0.65937,0.36985,0.36940,0.21907,0.05399,0.79236,0.16454,0.23034,0.36715
19	0.88219,0.37059,0.56481,0.95908,0.78434,0.29380,0.34266,0.97330,0.96593,0.99851
20	0.05905,0.94211,0.58049,0.23061,0.53801,0.56152,0.31770,0.18691,0.58377,0.24814
21	0.85379,0.72086,0.45896,0.94799,0.85074,0.27217,0.96695,0.19948,0.20324,0.82588
22	0.98978,0.36222,0.36823,0.22212,0.83026,0.33898,0.18468,0.54061,0.26993,0.46278
23	0.74149,0.15317,0.07871,0.49266,0.29035,0.98652,0.44255,0.31953,0.89064,0.67909
24	0.85791,0.56796,0.30002,0.66622,0.83752,0.60629,0.67445,0.34836,0.81346,0.81921
25	0.67719,0.57806,0.00746,0.10156,0.02118,0.17231,0.26825,0.10884,0.56692,0.39715
