0	0.02990,0.94205,0.82960,0.51452,0.61549,0.35137,0.78094,0.80641,0.50982,0.29009
1	0.01505,0.49142,0.85120,0.92369,0.88410,0.39511,0.38816,0.23529,0.28024,0.44894
2	0.79051,0.38825,0.97347,0.22032,0.00648,0.01298,0.40023,0.81612,0.70127,0.04283
3	0.00758,0.58559,0.41099,0.65312,0.52670,0.36424,0.19918,0.45064,0.55361,0.61485
4	0.33807,0.52578,0.91865,0.79131,0.83052,0.26403,0.33624,0.78662,0.42490,0.54495
5	0.95824,0.39042,0.67313,0.24550,0.64697,0.10409,0.53493,0.65395,0.49483,0.22274
6	0.91254,0.73938,0.57364,0.61947,0.23191,0.88752,0.28556,0.27691,0.42874,0.48692
7	0.89991,0.20474,0.74085,0.68654,0.27034,0.79959,0.55012,0.61754,0.54202,0.00336
8	0.43139,0.03366,0.11959,0.47911,0.40382,0.11214,0.34077,0.97974,0.62303,0.66489
9	0.41321,0.29920,0.38079,0.18014,0.40180,0.89312,0.02989,0.61392,0.76559,0.96374
10	0.03362,0.70132,0.36036,0.47092,0.87298,0.34619,0.02914,0.70206,0.29322,0.28063
11	0.17325,0.51138,0.51134,0.30746,0.25181,0.15862,0.73394,0.35111,0.16045,0.38911
12	0.87414,0.90215,0.05155,0.98185,0.77957,0.53192,0.17964,0.78342,0.86866,0.19752
13	0.52894,0.56099,0.66310,0.61707,0.32005,0.47778,0.38936,0.63028,0.78376,0.01986
14	0.57661,0.44482,0.57048,0.37412,0.00607,0.79525,0.53661,0.40468,0.59694,0.52219
15	0.41736,0.06577,0.64598,0.94989,0.54288,0.49467,0.35874,0.64169,0.39232,0.95049
16	0.16220,0.43917,0.66131,0.33819,0.73620,0.41300,0.42812,0.02572,0.08242,0.32529
17	0.22542,0.37216,0.57456,0.49375,0.83860,0.70677,0.58390,0.96924,0.66175,0.32154
18	0.42175,0.92840,0.26670,0.42888,0.97539,0.87674,0.45239,0.65332,0.01897,0.15835
19	0.84686,0.64378,0.96402,0.93544,0.24104,0.35649,0.04981,0.74303,0.45366,0.55055
20	0.96389,0.27246,0.95904,0.64866,0.95578,0.50966,0.66476,0.67368,0.04835,0.17108
21	0.40300,0.86243,0.81365,0.24232,0.95018,0.87639,0.29178,0.84636,0.07291,0.48151
22	0.55819,0.16312,0.77482,0.74304,0.50779,0.70499,0.28689,0.32681,0.30987,0.36689
23	0.18281,0.06755,0.57292,0.24481,0.59507,0.29060,0.39493,0.49238,0.13971,0.47534
24	0.71019,0.50874,0.41736,0.21454,0.55324,0.01097,0.39455,0.83847,0.49906,0.16472
25	0.51860,0.45975,0.11420,0.56246,0.75416,0.27721,0.34799,0.74287,0.43938,0.54524
26	0.37021,0.83831,0.09154,0.91876,0.25365,0.04983,0.32145,0.04072,0.53120,0.29666
27	0.72302,0.59942,0.53656,0.80823,0.86363,0.49538,0.00740,0.95618,0.91231,0.87260
28	0.84647,0.03575,0.93301,0.41572,0.94520,0.52816,0.75885,0.87817,0.62204,0.14992
29	0.30098,0.35759,0.85501,0.41026,0.66456,0.22690,0.55193,0.50045,0.65404,0.08370
30	0.33396,0.14181,0.47862,0.03902,0.24235,0.65648,0.37458,0.79171,0.39017,0.02697
31	0.94366,0.66076,0.71300,0.90807,0.90208,0.47094,0.78551,0.52471,0.30682,0.22520
32	0.83301,0.20407,0.77628,0.15892,0.59647,0.50804,0.97599,0.32585,0.64992,0.86487
33	0.31401,0.38424,0.92093,0.69873,0.59411,0.48869,0.81253,0.08450,0.59056,0.38023
34	0.55486,0.06453,0.00615,0.35302,0.13773,0.35016,0.31178,0.23405,0.66146,0.02390
35	0.69963,0.28491,0.01657,0.34404,0.13032,0.60116,0.48715,0.81813,0.28187,0.40026
36	0.63769,0.42780,0.08285,0.53716,0.19197,0.61653,0.23379,0.63156,0.35911,0.58864
37	0.43135,0.18558,0.82423,0.54957,0.63621,0.49389,0.90538,0.57690,0.05595,0.29309
38	0.18384,0.15097,0.24466,0.07973,0.35454,0.70425,0.22705,0.03716,0.25786,0.57099
39	0.92766,0.91394,0.74783,0.50485,0.84069,0.60993,0.77512,0.92758,0.37508,0.94140
40	0.53364,0.15365,0.46382,0.32406,0.30837,0.37059,0.85468,0.02399,0.28940,0.87258
41	0.76561,0.58184,0.11015,0.56786,0.77344,0.41494,0.72963,0.29313,0.99023,0.39193
42	0.07929,0.34102,0.01970,0.91335,0.54028,0.33955,0.39228,0.32465,0.78294,0.82068
43	0.86757,0.57216,0.98189,0.51152,0.34679,0.42807,0.61723,0.12605,0.12699,0.73251
44	0.46868,0.98160,0.68037,0.87860,0.83602,0.72894,0.92833,0.59818,0.46160,0.94466
45	0.89680,0.36959,0.83372,0.43898,0.49423,0.61344,0.01808,0.38037,0.31432,0.00152
46	0.87357,0.85707,0.56146,0.93372,0.63028,0.08893,0.40247,0.10987,0.66903,0.85207
47	0.02389,0.64955,0.47402,0.79972,0.59435,0.65273,0.26224,0.55418,0.80676,0.48525
48	0.04196,0.29242,0.60149,0.13075,0.16045,0.92503,0.94849,0.71059,0.41596,0.50159
49	0.09712,0.86386,0.68314,0.89194,0.38802,0.42703,0.60879,0.54309,0.42060,0.88722
50	0.91743,0.50782,0.59994,0.76545,0.65978,0.56880,0.45411,0.01142,0.79186,0.16953
51	0.19118,0.42530,0.13925,0.84200,0.10640,0.06516,0.71136,0.91978,0.57578,0.05158
52	0.96590,0.25955,0.96028,0.55898,0.35002,0.73594,0.90400,0.59457,0.38211,0.42403
53	0.25641,0.05051,0.85954,0.05953,0.96858,0.47870,0.19346,0.28603,0.77021,0.11413
54	0.28446,0.00416,0.88874,0.68314,0.48941,0.98608,0.00363,0.22838,0.62901,0.94980
55	0.86293,0.61157,0.94848,0.70086,0.34125,0.79742,0.25084,0.28243,0.03041,0.21262
56	0.47568,0.58940,0.01788,0.93471,0.04977,0.04806,0.29019,0.76923,0.76670,0.11423
57	0.03357,0.80124,0.17243,0.18680,0.15417,0.24612,0.80358,0.34088,0.47793,0.10016
58	0.18707,0.26896,0.07152,0.50829,0.55108,0.70123,0.59762,0.45526,0.03890,0.20605
59	0.43085,0.10716,0.21974,0.71960,0.65037,0.81903,0.85615,0.59184,0.95997,0.75778
60	0.62529,0.48966,0.59431,0.29789,0.88217,0.74647,0.78021,0.47362,0.80738,0.47581
61	0.41732,0.07262,0.62565,0.65556,0.95077,0.76804,0.32351,0.07773,0.11932,0.91979
62	0.19784,0.62600,0.89792,0.31316,0.48873,0.27293,0.89901,0.13408,0.28184,0.05071
63	0.61553,0.40799,0.15388,0.17907,0.39143,0.50097,0.58162,0.32901,0.26617,0.05032
64	0.81440,0.62275,0.42266,0.02182,0.48260,0.76637,0.58479,0.57148,0.43586,0.28016
65	0.96351,0.75735,0.40501,0.10267,0.26828,0.78459,0.66410,0.03685,0.71718,0.21114
66	0.86209,0.85115,0.61291,0.33589,0.89941,0.18679,0.12281,0.53860,0.01555,0.31673
67	0.54791,0.85144,0.49344,0.90188,0.21950,0.89342,0.71356,0.46273,0.36451,0.30833
68	0.95146,0.70545,0.41896,0.98678,0.56182,0.60197,0.20720,0.26071,0.48018,0.97265
69	0.50456,0.85389,0.18292,0.72993,0.04776,0.42107,0.13072,0.64099,0.72913,0.47384
70	0.11291,0.96649,0.28657,0.31726,0.76883,0.92482,0.15323,0.36019,0.26280,0.70187
