Trump,Warren
0,0.0
0,0.0
0.41818181818181815,0.0
0.11818181818181817,0.0
0.11818181818181817,-0.625
0.11818181818181817,-0.475
0.11818181818181817,-0.03749999999999998
-0.16753246753246753,-0.03749999999999998
-0.16753246753246753,0.4625
-0.16753246753246753,0.4625
-0.16753246753246753,0.4625
-0.16753246753246753,0.4625
-0.16753246753246753,0.4625
-0.7341991341991343,0.4625
-0.7341991341991343,0.4625
-0.7341991341991343,0.9625
-0.7341991341991343,0.9958333333333333
-0.7341991341991343,0.9958333333333333
-0.5175324675324676,0.9958333333333333
-0.5175324675324676,1.3958333333333335
-0.46753246753246763,1.3958333333333335
-0.46753246753246763,1.3958333333333335
-0.46753246753246763,1.2958333333333334
-0.46753246753246763,1.0395833333333333
-0.46753246753246763,0.8577651515151514
-0.46753246753246763,1.074431818181818
-0.46753246753246763,1.074431818181818
-0.3050324675324676,1.074431818181818
-1.0050324675324673,1.074431818181818
-0.7550324675324673,1.074431818181818
-0.7550324675324673,1.074431818181818
-0.5550324675324674,1.074431818181818
-0.5550324675324674,1.074431818181818
-0.5550324675324674,0.824431818181818
-0.5550324675324674,0.824431818181818
-0.5050324675324673,0.824431818181818
-0.5050324675324673,1.417288961038961
-0.5050324675324673,1.417288961038961
-0.5050324675324673,1.417288961038961
-0.5050324675324673,1.417288961038961
-0.5050324675324673,1.3101461038961038
-0.5050324675324673,1.5958603896103893
-0.30503246753246727,1.5958603896103893
-0.30503246753246727,1.5958603896103893
-0.30503246753246727,1.5958603896103893
-0.30503246753246727,1.4396103896103893
-0.10503246753246723,1.4396103896103893
-0.10503246753246723,1.4396103896103893
-0.03685064935064905,1.4396103896103893
-0.03685064935064905,1.6517316017316015
-0.03685064935064905,1.6517316017316015
0.004816017316017614,1.6517316017316015
0.004816017316017614,1.0267316017316015
0.004816017316017614,1.5267316017316015
0.004816017316017614,1.4017316017316015
0.004816017316017614,1.435064935064935
-0.20946969696969667,1.435064935064935
-0.20946969696969667,1.435064935064935
-0.20946969696969667,1.753246753246753
-0.07310606060606031,1.753246753246753
-0.07310606060606031,1.753246753246753
-0.07310606060606031,1.440746753246753
-0.17310606060606032,1.440746753246753
